Timestamp,RPM,Load,TempSensor,ThrottlePosition,IgnitionTiming,CylinderPressure,BurnRate,Vibration,EGOVoltage
2025-01-08 00:39:00,1904.3,31.7,95.2,30.8,15.39,24.3,0.4065,0.1237,0.444
2025-01-08 00:40:00,1291.7,41.9,96.5,43.3,11.75,25.79,0.8287,-0.0099,0.462
2025-01-08 00:41:00,1417.6,31.3,95.1,30.6,13.87,21.7,0.9844,0.0133,0.498
2025-01-08 00:42:00,1537.7,26.0,94.1,29.4,14.25,21.38,0.1635,0.0317,0.501
2025-01-08 00:43:00,1394.7,22.5,93.6,21.7,14.28,20.95,0.0004,0.0767,0.508
2025-01-08 00:44:00,796.5,0.5,90.7,0.9,14.99,11.14,0.4573,0.1331,0.518
2025-01-08 00:45:00,1175.2,14.8,93.7,16.6,14.64,19.02,0.5538,-0.0412,0.485
2025-01-08 00:46:00,1330.7,19.8,94.5,17.0,14.36,18.26,0.0236,-0.0311,0.452
2025-01-08 00:47:00,1639.6,48.9,98.0,45.4,12.42,28.4,0.8891,-0.1881,0.434
2025-01-08 00:48:00,1540.3,37.5,96.3,34.5,13.98,24.02,0.9916,-0.0026,0.437
2025-01-08 00:49:00,757.7,0.0,92.2,2.5,15.38,11.74,0.9854,0.0841,0.486
2025-01-08 00:50:00,1673.6,39.4,96.6,38.3,13.8,23.78,0.0376,0.1317,0.453
2025-01-08 00:51:00,1176.8,28.1,95.7,33.2,12.96,20.48,0.965,0.132,0.485
2025-01-08 00:52:00,914.5,24.0,96.5,22.9,12.45,18.15,0.8259,-0.1707,0.503
2025-01-08 00:53:00,1781.5,49.0,100.0,49.4,13.16,28.84,0.3734,0.0971,0.464
2025-01-08 00:54:00,1739.4,57.4,100.8,60.4,12.17,32.16,0.5462,-0.107,0.443
2025-01-08 00:55:00,2023.8,56.2,101.6,60.2,13.34,32.05,0.9534,0.033,0.438
2025-01-08 00:56:00,1580.3,22.4,97.4,26.5,14.51,17.72,0.425,0.0179,0.465
2025-01-08 00:57:00,1620.7,32.4,99.3,34.8,13.8,25.31,0.2289,0.0871,0.433
2025-01-08 00:58:00,1886.9,44.0,100.6,46.0,12.64,27.65,0.4512,-0.1884,0.417
2025-01-08 00:59:00,2260.6,55.4,102.2,56.6,13.11,30.85,0.6214,0.163,0.419
2025-01-08 01:00:00,1897.1,28.8,99.5,30.4,15.5,22.89,0.0332,-0.0779,0.467
2025-01-08 01:01:00,2406.6,29.0,99.9,27.8,16.1,23.97,0.9742,-0.0746,0.485
2025-01-08 01:02:00,1522.6,18.3,99.9,16.6,15.4,18.04,0.7839,-0.1038,0.532
2025-01-08 01:03:00,1093.3,10.0,96.8,10.0,14.67,15.49,0.7191,-0.1206,0.529
2025-01-08 01:04:00,2060.8,44.8,99.4,44.5,14.0,27.37,0.0049,0.0626,0.483
2025-01-08 01:05:00,2035.4,58.1,102.4,57.2,11.87,31.58,0.668,0.1823,0.454
2025-01-08 01:06:00,1860.4,28.9,98.3,30.3,14.94,21.98,0.0088,0.331,0.443
2025-01-08 01:07:00,2430.7,47.7,100.2,49.6,13.03,28.15,0.0024,0.0109,0.412
2025-01-08 01:08:00,2395.3,35.4,97.7,35.6,15.57,25.91,0.5196,0.1147,0.425
2025-01-08 01:09:00,1989.0,16.6,96.1,19.5,15.66,19.7,0.2787,0.086,0.479
2025-01-08 01:10:00,2206.2,35.2,97.2,32.9,15.79,25.84,0.6397,-0.003,0.459
2025-01-08 01:11:00,2853.7,57.0,98.4,56.6,15.09,34.19,0.0035,-0.041,0.448
2025-01-08 01:12:00,2864.1,27.7,96.1,26.3,17.9,24.67,0.3299,0.028,0.497
2025-01-08 01:13:00,4047.2,57.5,98.3,53.8,18.55,35.49,0.0263,0.0876,0.469
2025-01-08 01:14:00,2227.6,0.0,89.1,0.0,18.28,15.29,0.9918,-0.0443,0.52
2025-01-08 01:15:00,2378.9,43.5,96.3,43.2,15.68,26.88,0.5867,0.0299,0.459
2025-01-08 01:16:00,2210.6,29.8,93.9,32.8,16.2,22.78,0.803,0.0132,0.444
2025-01-08 01:17:00,1983.0,22.5,94.2,23.8,15.74,19.98,0.1583,0.0215,0.456
2025-01-08 01:18:00,2056.7,30.0,94.7,27.9,15.88,24.48,0.0042,-0.0532,0.435
2025-01-08 01:19:00,1065.7,0.0,89.4,3.7,15.15,13.07,0.9904,-0.0504,0.481
2025-01-08 01:20:00,1442.7,23.8,92.4,26.3,13.9,20.74,0.1107,0.2346,0.483
2025-01-08 01:21:00,1850.5,34.8,93.9,35.9,13.98,25.52,0.3166,0.1633,0.476
2025-01-08 01:22:00,2245.5,55.8,96.4,55.3,12.96,30.83,0.7465,0.1668,0.467
2025-01-08 01:23:00,1754.0,18.4,92.1,16.5,15.14,19.57,0.0001,-0.0493,0.516
2025-01-08 01:24:00,1496.9,13.1,92.9,12.4,16.13,16.94,0.93,-0.0271,0.496
2025-01-08 01:25:00,1433.0,18.8,93.5,21.0,14.66,19.53,0.5381,0.0749,0.477
2025-01-08 01:26:00,2078.7,45.2,95.9,49.0,14.02,28.03,0.1021,0.1812,0.443
2025-01-08 01:27:00,1881.8,34.5,95.9,37.6,14.11,24.05,0.0012,-0.2254,0.457
2025-01-08 01:28:00,1655.2,18.4,93.7,17.4,14.5,19.55,0.0212,-0.1697,0.459
2025-01-08 01:29:00,2029.9,37.8,95.1,35.5,14.59,26.63,0.9723,0.157,0.449
2025-01-08 01:30:00,1955.8,30.2,96.5,30.5,14.07,22.57,0.801,-0.0919,0.475
2025-01-08 01:31:00,2415.5,46.6,98.9,43.0,14.56,29.19,0.0751,-0.022,0.46
2025-01-08 01:32:00,1896.8,15.4,96.3,16.0,15.66,17.51,0.0014,-0.1465,0.514
2025-01-08 01:33:00,1822.8,22.3,98.0,22.0,16.46,18.07,0.8074,0.0048,0.506
2025-01-08 01:34:00,1692.5,21.0,96.8,20.1,15.7,20.11,0.6085,-0.1189,0.5
2025-01-08 01:35:00,1082.0,0.9,94.6,0.0,15.7,13.06,0.2818,0.2509,0.5
2025-01-08 01:36:00,1703.0,33.7,98.1,34.8,14.64,24.11,0.2137,-0.0808,0.452
2025-01-08 01:37:00,1745.7,33.1,97.1,32.0,13.75,21.78,0.0497,0.0272,0.435
2025-01-08 01:38:00,1641.9,28.3,95.4,26.0,14.66,21.7,0.7771,0.0625,0.444
2025-01-08 01:39:00,1622.6,23.8,94.4,18.1,14.88,18.4,0.9897,0.147,0.446
2025-01-08 01:40:00,1034.5,1.7,92.0,1.6,15.58,13.96,0.0268,0.09,0.495
2025-01-08 01:41:00,1357.9,20.2,93.7,23.7,15.09,17.88,0.6551,0.1747,0.511
2025-01-08 01:42:00,1405.1,21.6,93.5,24.9,14.8,20.76,0.3172,-0.0811,0.51
2025-01-08 01:43:00,1003.6,13.0,92.4,12.1,14.38,16.98,0.3596,-0.0225,0.515
2025-01-08 01:44:00,1373.4,25.0,93.5,23.8,13.18,19.57,0.0788,0.0992,0.512
2025-01-08 01:45:00,1709.6,35.8,96.1,36.8,13.33,23.35,0.9397,-0.0952,0.451
2025-01-08 01:46:00,2301.2,63.9,99.7,61.9,12.5,34.65,0.4352,-0.0019,0.407
2025-01-08 01:47:00,2105.5,32.8,96.3,33.4,15.2,23.53,0.5517,0.1053,0.456
2025-01-08 01:48:00,2244.3,36.3,96.2,37.8,14.6,25.83,0.132,0.0466,0.436
2025-01-08 01:49:00,2131.4,31.7,95.9,34.2,16.54,23.64,0.0296,-0.1275,0.448
2025-01-08 01:50:00,1197.2,0.0,92.0,0.0,16.8,10.61,0.0032,0.1296,0.488
2025-01-08 01:51:00,1554.7,34.6,96.5,34.2,13.83,21.58,0.8381,-0.0929,0.488
2025-01-08 01:52:00,1686.0,37.7,98.2,35.9,13.6,25.25,0.0371,0.0266,0.496
2025-01-08 01:53:00,2746.0,83.7,104.1,82.0,11.65,40.71,0.8066,0.0818,0.434
2025-01-08 01:54:00,2175.7,34.8,98.4,34.3,14.67,24.57,0.2573,0.1087,0.481
2025-01-08 01:55:00,2316.5,44.3,100.3,45.0,14.6,29.04,0.3019,0.158,0.452
2025-01-08 01:56:00,2173.6,37.2,99.1,39.0,15.03,27.03,0.4033,0.1674,0.448
2025-01-08 01:57:00,1573.8,16.2,97.5,14.6,14.79,17.9,0.2201,0.1841,0.444
2025-01-08 01:58:00,2337.3,58.9,102.3,61.9,13.33,32.52,0.0051,0.0678,0.425
2025-01-08 01:59:00,2438.1,51.1,101.8,50.6,14.12,31.18,0.1379,0.0681,0.44
2025-01-08 02:00:00,2659.5,52.4,102.3,52.4,13.69,30.17,0.7682,0.1143,0.444
2025-01-08 02:01:00,2931.1,15.5,98.4,14.0,18.63,20.92,0.7714,0.088,0.5
2025-01-08 02:02:00,3380.7,65.0,105.3,60.2,15.08,37.46,0.1106,0.0151,0.462
2025-01-08 02:03:00,2712.0,6.5,96.6,8.3,20.32,18.14,0.3855,0.0781,0.514
2025-01-08 02:04:00,2986.8,40.8,99.0,42.3,16.95,26.72,0.0355,-0.045,0.472
2025-01-08 02:05:00,4370.4,73.8,104.3,73.3,16.35,40.9,0.0455,-0.085,0.423
2025-01-08 02:06:00,3159.0,11.9,96.5,12.1,20.26,19.17,0.0001,0.177,0.487
2025-01-08 02:07:00,3121.1,18.3,96.8,19.3,18.5,22.04,0.9728,0.079,0.463
2025-01-08 02:08:00,3476.0,30.4,97.1,27.3,19.55,26.91,0.0457,0.258,0.45
2025-01-08 02:09:00,3201.3,19.1,96.2,18.1,19.17,23.86,0.0572,-0.1777,0.467
2025-01-08 02:10:00,2684.6,0.0,93.0,1.6,19.91,14.87,0.1035,-0.1024,0.489
2025-01-08 02:11:00,2699.8,29.3,95.1,26.8,17.74,24.01,0.0103,-0.007,0.488
2025-01-08 02:12:00,1973.3,8.2,93.6,8.8,16.63,17.63,0.7292,0.0863,0.53
2025-01-08 02:13:00,2242.9,36.8,95.6,34.1,14.42,26.17,0.0021,-0.0063,0.479
2025-01-08 02:14:00,1654.7,10.7,92.5,11.6,15.89,17.88,0.012,0.0977,0.513
2025-01-08 02:15:00,2588.5,57.0,97.8,56.9,14.53,33.1,0.7382,-0.0409,0.466
2025-01-08 02:16:00,1816.8,13.5,92.0,10.3,15.57,16.66,0.1779,-0.0832,0.48
2025-01-08 02:17:00,1814.3,22.0,94.0,24.3,14.06,19.09,0.8304,0.0699,0.464
2025-01-08 02:18:00,2253.6,43.4,96.2,41.9,14.26,26.38,0.5794,-0.1934,0.43
2025-01-08 02:19:00,1447.0,5.2,91.0,3.6,16.46,15.17,0.0805,-0.0859,0.487
2025-01-08 02:20:00,1839.1,32.3,93.4,32.7,15.11,24.87,0.748,0.0642,0.461
2025-01-08 02:21:00,2412.7,52.7,96.1,55.0,13.75,32.95,0.0078,-0.1077,0.473
2025-01-08 02:22:00,1305.3,0.0,89.9,0.0,16.12,13.45,0.5378,0.1527,0.535
2025-01-08 02:23:00,1742.3,31.5,93.5,31.6,14.91,24.39,0.3414,0.124,0.5
2025-01-08 02:24:00,1874.3,33.1,95.2,34.0,13.58,23.4,0.0916,-0.1876,0.498
2025-01-08 02:25:00,2108.8,42.9,96.4,44.3,13.96,26.32,0.6677,-0.1643,0.452
2025-01-08 02:26:00,1387.8,5.1,91.4,5.4,16.14,15.2,0.9634,-0.212,0.475
2025-01-08 02:27:00,1024.5,3.6,92.2,2.8,15.46,13.57,0.9932,-0.1169,0.469
2025-01-08 02:28:00,1984.5,37.9,95.8,36.3,14.07,25.8,0.6745,0.1342,0.423
2025-01-08 02:29:00,1640.3,33.7,94.6,33.8,13.86,24.08,0.2821,-0.0984,0.451
2025-01-08 02:30:00,1750.9,33.0,96.8,30.8,12.96,24.0,0.0555,0.0193,0.45
2025-01-08 02:31:00,1935.6,34.9,97.6,29.0,14.17,25.94,0.0815,-0.1495,0.493
2025-01-08 02:32:00,1534.7,15.7,96.3,16.6,15.59,19.24,0.4237,0.0897,0.513
2025-01-08 02:33:00,1814.2,32.7,99.1,34.5,13.91,24.29,0.2194,0.0106,0.491
2025-01-08 02:34:00,1912.4,33.9,98.3,29.1,14.57,25.16,0.978,-0.0084,0.475
2025-01-08 02:35:00,1518.2,15.0,96.3,13.0,15.61,18.2,0.221,-0.0642,0.483
2025-01-08 02:36:00,2599.5,63.2,101.6,64.5,13.24,34.27,0.2293,-0.0815,0.426
2025-01-08 02:37:00,2399.0,37.3,97.8,41.4,15.56,27.12,0.2458,-0.0721,0.44
2025-01-08 02:38:00,1767.6,6.1,93.0,6.1,16.46,14.03,0.9465,0.1695,0.458
2025-01-08 02:39:00,2182.2,40.5,96.4,39.1,14.48,27.97,0.7479,-0.0216,0.433
2025-01-08 02:40:00,1576.1,10.1,93.0,9.7,16.34,15.08,0.686,0.1525,0.497
2025-01-08 02:41:00,2155.7,42.9,96.4,45.7,14.35,27.88,0.1702,-0.0335,0.467
2025-01-08 02:42:00,2540.3,49.9,96.9,48.6,14.29,29.68,0.9352,-0.012,0.479
2025-01-08 02:43:00,1908.4,12.9,92.6,11.3,16.73,18.39,0.0003,-0.2257,0.517
2025-01-08 02:44:00,2446.2,46.3,96.1,45.3,15.06,29.19,0.9632,-0.0774,0.474
2025-01-08 02:45:00,2428.3,36.3,96.4,34.4,14.63,24.49,0.4904,0.0004,0.472
2025-01-08 02:46:00,2682.6,44.1,97.5,44.4,16.12,29.49,0.2708,0.1891,0.426
2025-01-08 02:47:00,3551.7,65.0,100.1,68.2,15.58,36.67,0.4591,0.0782,0.387
2025-01-08 02:48:00,3281.0,27.1,95.3,27.7,19.04,25.88,0.7738,0.2341,0.439
2025-01-08 02:49:00,3028.3,19.0,94.5,18.5,19.57,21.98,0.0,0.0846,0.481
2025-01-08 02:50:00,2960.2,16.8,94.2,16.3,18.31,21.56,0.9635,-0.0584,0.503
2025-01-08 02:51:00,2978.4,19.7,94.8,16.6,18.4,21.15,0.3597,-0.018,0.516
2025-01-08 02:52:00,3334.8,34.7,97.8,36.5,18.05,26.89,0.1827,-0.0145,0.492
2025-01-08 02:53:00,3580.8,43.5,99.5,43.4,17.57,30.24,0.0131,-0.037,0.467
2025-01-08 02:54:00,3587.5,42.7,99.1,42.3,18.93,31.34,0.3458,-0.0858,0.452
2025-01-08 02:55:00,3863.2,53.5,101.3,59.9,17.28,36.05,0.4574,-0.0368,0.44
2025-01-08 02:56:00,3515.4,37.7,99.1,38.3,18.1,27.97,0.2802,0.1109,0.443
2025-01-08 02:57:00,4170.0,65.1,103.1,63.6,17.46,39.67,0.7905,-0.174,0.419
2025-01-08 02:58:00,3430.3,33.0,99.5,32.1,18.02,24.96,0.3112,0.1775,0.447
2025-01-08 02:59:00,4770.6,88.1,106.1,90.3,16.45,45.69,0.9882,-0.079,0.397
2025-01-08 03:00:00,4274.9,49.9,102.1,50.1,19.32,33.14,0.6591,-0.1342,0.441
2025-01-08 03:01:00,3546.2,16.8,98.6,13.9,20.38,20.98,0.9281,0.1143,0.491
2025-01-08 03:02:00,2977.0,18.9,100.0,20.8,18.79,20.27,0.0065,0.0727,0.512
2025-01-08 03:03:00,3107.1,41.6,100.5,40.2,16.65,29.53,0.2691,0.076,0.494
2025-01-08 03:04:00,3106.7,25.8,97.3,29.5,17.74,24.01,0.174,0.0641,0.496
2025-01-08 03:05:00,3767.3,46.0,101.1,48.2,18.37,32.25,0.6029,0.2784,0.444
2025-01-08 03:06:00,3720.0,39.0,99.5,38.1,19.66,30.3,0.9589,0.0601,0.45
2025-01-08 03:07:00,3459.0,27.5,97.9,30.1,19.25,25.77,0.0024,0.0174,0.448
2025-01-08 03:08:00,3075.3,12.7,95.1,12.8,19.83,20.77,0.0019,0.0913,0.448
2025-01-08 03:09:00,2712.5,0.1,94.0,1.8,20.37,15.4,0.9538,0.0658,0.474
2025-01-08 03:10:00,2450.6,19.9,95.3,20.8,16.72,19.88,0.0471,-0.111,0.487
2025-01-08 03:11:00,2695.2,44.0,96.8,42.3,16.44,30.12,0.7758,-0.0834,0.471
2025-01-08 03:12:00,2561.7,32.1,96.4,30.9,16.52,24.51,0.5507,0.0015,0.512
2025-01-08 03:13:00,1830.6,4.8,92.1,6.8,18.05,14.21,0.9444,-0.1785,0.529
2025-01-08 03:14:00,2018.6,31.1,94.8,30.4,14.73,23.49,0.0097,0.0054,0.482
2025-01-08 03:15:00,2133.7,35.2,95.3,34.4,15.89,24.29,0.0109,-0.1275,0.465
2025-01-08 03:16:00,1600.4,11.6,91.8,9.7,16.34,16.37,0.5782,0.0604,0.471
2025-01-08 03:17:00,1882.8,30.9,95.0,31.7,15.04,23.67,0.9856,0.1157,0.433
2025-01-08 03:18:00,1869.1,29.3,94.6,33.4,15.0,23.15,0.3005,-0.0676,0.433
2025-01-08 03:19:00,1305.4,6.8,91.2,4.6,15.53,13.81,0.1603,0.1825,0.483
2025-01-08 03:20:00,1788.7,34.7,93.6,34.7,14.73,23.83,0.6726,-0.1893,0.474
2025-01-08 03:21:00,1990.8,38.7,94.4,41.5,14.34,27.02,0.9822,0.1678,0.485
2025-01-08 03:22:00,2338.6,48.5,95.6,48.3,13.22,30.14,0.9467,0.0843,0.495
2025-01-08 03:23:00,2659.3,47.9,95.5,48.8,14.54,32.22,0.9928,-0.2087,0.475
2025-01-08 03:24:00,1807.8,2.6,91.8,0.5,17.3,15.62,0.0001,0.2256,0.532
2025-01-08 03:25:00,1451.8,10.7,92.7,11.6,15.8,17.37,0.0072,0.0348,0.48
2025-01-08 03:26:00,1910.5,37.8,95.0,37.4,14.12,24.11,0.6776,-0.1058,0.434
2025-01-08 03:27:00,1969.9,38.0,96.2,39.9,14.89,26.46,0.9369,-0.1368,0.416
2025-01-08 03:28:00,2108.5,38.0,96.0,40.4,13.67,25.9,0.1096,-0.0464,0.429
2025-01-08 03:29:00,3873.1,100.4,102.4,100.0,13.12,48.2,0.0662,-0.0639,0.377
2025-01-08 03:30:00,3663.7,39.4,97.9,40.6,17.69,29.75,0.9126,0.0092,0.466
2025-01-08 03:31:00,3950.3,50.0,99.6,50.7,18.67,34.43,0.0009,0.0031,0.47
2025-01-08 03:32:00,3954.3,46.7,100.2,47.0,18.59,32.94,0.2228,0.0192,0.47
2025-01-08 03:33:00,3811.8,41.0,100.5,40.3,19.04,29.52,0.4764,0.0114,0.484
2025-01-08 03:34:00,3360.5,22.8,97.3,23.5,19.02,24.58,0.5851,-0.1944,0.491
2025-01-08 03:35:00,3828.8,42.8,99.6,42.2,19.33,30.37,0.8554,0.0258,0.439
2025-01-08 03:36:00,3151.7,14.1,96.1,14.4,20.3,20.93,0.2002,-0.1821,0.458
2025-01-08 03:37:00,3325.5,24.0,96.2,26.6,19.54,23.84,0.6833,-0.0155,0.44
2025-01-08 03:38:00,3231.4,19.3,94.4,17.2,19.41,22.25,0.6332,-0.0914,0.467
2025-01-08 03:39:00,3480.2,29.8,95.1,32.1,19.37,27.02,0.5601,0.0155,0.455
2025-01-08 03:40:00,4576.6,71.6,100.1,74.2,17.43,40.37,0.7312,0.1543,0.435
2025-01-08 03:41:00,2850.4,0.0,90.9,0.0,20.82,17.65,0.0836,-0.1162,0.503
2025-01-08 03:42:00,3058.9,41.0,95.8,36.8,17.67,27.06,0.003,0.1611,0.499
2025-01-08 03:43:00,2594.3,0.0,90.8,0.0,20.26,14.59,0.0084,-0.0325,0.542
2025-01-08 03:44:00,2242.2,19.3,92.9,21.9,16.5,20.84,0.0551,0.1886,0.478
2025-01-08 03:45:00,2666.6,48.7,97.6,48.6,15.22,31.0,0.4651,0.014,0.444
2025-01-08 03:46:00,2378.2,29.8,95.8,27.8,15.52,23.9,0.9486,-0.0942,0.458
2025-01-08 03:47:00,1734.2,9.0,93.5,8.0,16.84,16.21,0.8217,0.0448,0.469
2025-01-08 03:48:00,1542.0,17.4,93.9,19.1,15.44,18.89,0.9142,-0.0193,0.447
2025-01-08 03:49:00,2086.1,45.1,97.3,46.2,12.94,27.86,0.1944,-0.0673,0.434
2025-01-08 03:50:00,1487.7,19.6,94.4,19.2,14.27,20.44,0.282,0.0094,0.474
2025-01-08 03:51:00,1818.8,39.1,97.0,38.3,13.63,26.55,0.2629,0.0068,0.48
2025-01-08 03:52:00,1805.3,37.4,98.1,36.7,13.75,26.06,0.0347,0.0795,0.503
2025-01-08 03:53:00,1479.5,25.4,97.4,23.6,13.64,19.85,0.0011,-0.194,0.495
2025-01-08 03:54:00,2683.3,77.9,103.1,81.1,12.36,39.31,0.6436,-0.046,0.45
2025-01-08 03:55:00,2441.7,50.6,101.0,50.0,14.38,30.25,0.9921,0.0121,0.442
2025-01-08 03:56:00,1371.8,0.1,94.8,2.5,16.4,11.77,0.0229,-0.0337,0.474
2025-01-08 03:57:00,1712.9,41.3,100.3,44.4,12.89,26.55,0.0005,0.1114,0.438
2025-01-08 03:58:00,1444.2,25.2,98.4,27.2,14.7,20.16,0.9064,-0.0421,0.455
2025-01-08 03:59:00,2000.9,52.7,101.9,51.9,13.71,30.96,0.0774,-0.0428,0.438
2025-01-08 04:00:00,1377.8,22.7,98.8,23.5,14.01,18.69,0.9425,0.0249,0.464
2025-01-08 04:01:00,1795.0,30.0,99.8,29.9,14.31,24.59,0.8252,0.0493,0.483
2025-01-08 04:02:00,1879.5,48.1,103.2,46.3,13.28,27.72,0.9854,-0.0746,0.489
2025-01-08 04:03:00,2140.4,48.7,101.4,49.4,13.47,29.56,0.2896,0.0296,0.48
2025-01-08 04:04:00,1340.4,7.6,95.2,5.2,15.6,15.82,0.7655,-0.0991,0.499
2025-01-08 04:05:00,1484.0,26.5,98.8,28.9,14.52,20.6,0.3948,-0.0756,0.478
2025-01-08 04:06:00,1466.5,21.0,97.3,20.1,13.69,20.29,0.7146,-0.0691,0.454
2025-01-08 04:07:00,1291.9,16.4,96.5,16.8,15.31,16.43,0.3652,0.1808,0.473
2025-01-08 04:08:00,2402.9,61.4,100.5,62.0,13.11,35.23,0.033,-0.2838,0.425
2025-01-08 04:09:00,2022.7,36.2,98.3,35.7,14.39,25.25,0.4806,-0.0265,0.452
2025-01-08 04:10:00,1438.2,4.8,93.8,6.0,16.15,13.77,0.5221,-0.0619,0.509
2025-01-08 04:11:00,2102.7,45.3,97.0,44.3,13.88,27.9,0.9303,-0.1037,0.473
2025-01-08 04:12:00,2886.3,68.0,100.6,69.7,12.83,37.56,0.8632,0.0676,0.468
2025-01-08 04:13:00,3176.0,47.6,97.2,45.0,17.24,30.58,0.7683,0.0623,0.496
2025-01-08 04:14:00,2614.6,0.0,91.5,0.3,19.8,14.48,0.0073,0.0491,0.52
2025-01-08 04:15:00,2373.4,19.1,93.6,23.0,17.45,20.47,0.846,-0.2327,0.478
2025-01-08 04:16:00,2828.9,51.9,96.5,49.9,15.63,30.57,0.4654,0.1542,0.413
2025-01-08 04:17:00,2531.1,14.9,93.4,13.6,17.55,21.53,0.972,-0.0635,0.456
2025-01-08 04:18:00,2685.4,36.6,95.5,37.6,16.54,26.16,0.9796,0.0363,0.443
2025-01-08 04:19:00,2972.5,42.8,95.4,43.1,16.3,30.06,0.0008,0.0185,0.449
2025-01-08 04:20:00,2850.2,10.9,91.0,11.6,19.73,19.3,0.9369,-0.1037,0.494
2025-01-08 04:21:00,3140.4,27.1,93.1,28.1,17.38,23.73,0.0003,0.0852,0.485
2025-01-08 04:22:00,1826.9,0.0,86.3,1.3,17.65,13.65,0.2192,-0.0833,0.509
2025-01-08 04:23:00,1378.5,8.6,90.8,10.9,15.36,16.22,0.5495,-0.2009,0.515
2025-01-08 04:24:00,1573.8,23.2,93.9,24.0,14.93,20.15,0.0161,0.0517,0.491
