Timestamp,RPM,Load,TempSensor,ThrottlePosition,IgnitionTiming,CylinderPressure,BurnRate,Vibration,EGOVoltage
2025-01-08 01:58:00,3161.5,57.3,102.6,60.2,15.66,33.74,0.0051,0.0612,0.427
2025-01-08 01:59:00,2269.5,49.7,102.2,49.2,13.82,30.4,0.1379,0.028,0.442
2025-01-08 02:00:00,2356.2,50.9,102.7,50.8,13.05,29.06,0.7682,0.1202,0.446
2025-01-08 02:01:00,1524.5,16.5,98.5,15.0,14.83,18.37,0.7714,0.0681,0.499
2025-01-08 02:02:00,4247.4,63.4,105.2,58.5,17.53,38.76,0.1106,-0.0958,0.464
2025-01-08 02:03:00,855.8,7.0,97.9,8.8,15.39,14.58,0.3855,0.049,0.514
2025-01-08 02:04:00,2363.8,41.7,99.6,43.2,15.22,25.71,0.0355,-0.0536,0.471
2025-01-08 02:05:00,4711.8,74.7,104.0,74.1,17.16,41.87,0.0455,-0.0265,0.423
2025-01-08 02:06:00,1024.0,13.0,97.7,13.1,14.53,15.2,0.0001,0.0898,0.485
2025-01-08 02:07:00,1605.7,18.8,97.6,19.9,14.46,19.14,0.9728,0.06,0.462
2025-01-08 02:08:00,4172.2,30.8,97.5,27.7,21.34,28.46,0.0457,0.1651,0.45
2025-01-08 02:09:00,1370.0,19.7,96.8,18.7,14.29,20.35,0.0572,-0.1235,0.466
2025-01-08 02:10:00,1046.1,0.0,93.8,1.6,15.6,11.6,0.1035,-0.0549,0.489
2025-01-08 02:11:00,4055.6,29.0,94.9,26.5,21.33,26.68,0.0103,0.0523,0.488
2025-01-08 02:12:00,1092.7,7.9,93.9,8.4,14.34,15.77,0.7292,0.18,0.53
2025-01-08 02:13:00,2291.9,36.8,95.3,34.1,14.55,26.26,0.0021,0.0584,0.479
2025-01-08 02:14:00,2440.0,10.4,92.4,11.3,17.99,19.38,0.012,0.0171,0.514
2025-01-08 02:15:00,2771.5,57.4,97.0,57.3,14.97,33.61,0.7382,-0.157,0.466
2025-01-08 02:16:00,1385.5,13.3,92.0,10.1,14.45,15.73,0.1779,-0.1594,0.48
2025-01-08 02:17:00,2145.0,22.0,93.9,24.3,14.93,19.76,0.8304,0.074,0.464
2025-01-08 02:18:00,3477.0,43.7,95.9,42.3,17.45,29.0,0.5794,-0.1429,0.43
2025-01-08 02:19:00,1030.6,5.0,91.2,3.3,15.39,14.26,0.0805,-0.0453,0.487
2025-01-08 02:20:00,2179.9,32.4,93.2,32.8,15.99,25.61,0.748,0.0403,0.46
2025-01-08 02:21:00,4217.2,53.1,95.5,55.4,18.45,36.82,0.0078,-0.083,0.473
2025-01-08 02:22:00,730.6,0.0,90.4,0.0,14.61,12.3,0.5378,0.1465,0.535
2025-01-08 02:23:00,2148.0,31.7,93.5,31.8,15.96,25.29,0.3414,0.0951,0.5
2025-01-08 02:24:00,3847.6,33.6,95.2,34.4,18.73,27.58,0.0916,-0.2157,0.497
2025-01-08 02:25:00,2118.0,43.1,96.1,44.5,13.96,26.42,0.6677,-0.1223,0.451
2025-01-08 02:26:00,1129.4,4.9,91.6,5.3,15.47,14.63,0.9634,-0.2181,0.476
2025-01-08 02:27:00,3049.9,4.0,92.5,3.2,20.75,17.76,0.9932,-0.0514,0.468
2025-01-08 02:28:00,2301.0,38.2,95.5,36.5,14.88,26.53,0.6745,0.1333,0.423
2025-01-08 02:29:00,2024.7,33.8,94.2,34.0,14.86,24.91,0.2821,-0.0523,0.451
2025-01-08 02:30:00,2176.3,33.6,96.6,31.4,14.02,25.06,0.0555,0.0852,0.449
2025-01-08 02:31:00,2533.2,35.6,97.5,29.8,15.67,27.4,0.0815,-0.1661,0.492
2025-01-08 02:32:00,1576.7,16.3,96.4,17.2,15.64,19.51,0.4237,0.1583,0.513
2025-01-08 02:33:00,2427.0,33.4,98.8,35.2,15.45,25.75,0.2194,-0.0112,0.49
2025-01-08 02:34:00,2356.0,34.5,97.9,29.8,15.67,26.26,0.978,-0.0007,0.475
2025-01-08 02:35:00,1483.2,15.4,96.1,13.4,15.48,18.26,0.221,-0.0621,0.482
2025-01-08 02:36:00,3481.4,64.0,100.6,65.2,15.49,36.33,0.2293,-0.1637,0.425
2025-01-08 02:37:00,2061.7,38.0,96.8,42.1,14.61,26.63,0.2458,-0.1833,0.439
2025-01-08 02:38:00,1214.5,6.4,92.3,6.4,14.97,13.0,0.9465,0.0979,0.458
2025-01-08 02:39:00,3939.2,40.9,95.4,39.4,19.07,31.67,0.7479,0.0087,0.433
2025-01-08 02:40:00,1188.4,10.1,92.8,9.7,15.32,14.32,0.686,0.0858,0.496
2025-01-08 02:41:00,2429.5,43.1,95.9,45.9,15.05,28.51,0.1702,0.0624,0.467
2025-01-08 02:42:00,3238.4,50.2,96.2,48.9,16.11,31.2,0.9352,0.0077,0.479
2025-01-08 02:43:00,1310.0,13.0,92.5,11.4,15.15,17.2,0.0003,-0.1822,0.517
2025-01-08 02:44:00,2547.9,46.6,95.5,45.7,15.3,29.51,0.9632,0.0362,0.474
2025-01-08 02:45:00,2719.2,37.3,96.1,35.4,15.29,25.41,0.4904,0.0569,0.471
2025-01-08 02:46:00,2306.8,45.8,97.4,46.0,14.97,29.21,0.2708,0.131,0.424
2025-01-08 02:47:00,3037.7,67.6,99.5,70.9,13.96,36.41,0.4591,0.0186,0.385
2025-01-08 02:48:00,2006.8,28.5,95.4,29.1,15.54,23.72,0.7738,0.2138,0.437
2025-01-08 02:49:00,1763.9,19.4,95.0,18.9,16.19,19.56,0.0,0.0423,0.481
2025-01-08 02:50:00,2281.0,16.9,95.0,16.3,16.52,20.21,0.9635,-0.0465,0.503
2025-01-08 02:51:00,1789.2,18.7,95.5,15.6,15.37,18.43,0.3597,-0.0034,0.517
2025-01-08 02:52:00,2072.6,33.0,98.4,34.8,14.9,23.79,0.1827,0.0374,0.494
2025-01-08 02:53:00,2340.1,41.3,100.1,41.2,14.53,27.01,0.0131,-0.1428,0.469
2025-01-08 02:54:00,2059.3,40.5,99.4,40.1,15.13,27.53,0.3458,0.0066,0.454
2025-01-08 02:55:00,2452.4,51.4,101.5,57.8,13.78,32.48,0.4574,-0.0226,0.442
2025-01-08 02:56:00,2008.2,35.9,99.3,36.5,14.31,24.33,0.2802,0.174,0.444
2025-01-08 02:57:00,2924.5,63.5,103.1,62.0,14.34,36.57,0.7905,-0.2083,0.421
2025-01-08 02:58:00,1796.3,31.2,100.0,30.4,13.9,21.09,0.3112,0.1023,0.449
2025-01-08 02:59:00,3643.2,87.1,105.7,89.4,13.57,43.02,0.9882,-0.0498,0.398
2025-01-08 03:00:00,2380.4,48.4,102.4,48.6,14.48,28.79,0.6591,-0.1123,0.443
2025-01-08 03:01:00,1473.1,17.9,98.6,15.0,14.82,17.13,0.9281,0.1794,0.49
2025-01-08 03:02:00,2592.1,16.9,100.7,18.8,17.98,18.87,0.0065,0.1129,0.514
2025-01-08 03:03:00,2709.4,42.3,101.3,41.0,15.53,28.95,0.2691,0.1311,0.493
2025-01-08 03:04:00,1677.7,26.5,98.1,30.2,13.91,21.32,0.174,0.0712,0.495
2025-01-08 03:05:00,2441.1,46.6,101.3,48.8,14.82,29.7,0.6029,0.1677,0.443
2025-01-08 03:06:00,2618.2,40.3,100.3,39.4,16.64,28.43,0.9589,0.0457,0.449
2025-01-08 03:07:00,1839.4,28.1,98.5,30.7,14.93,22.65,0.0024,0.0418,0.448
2025-01-08 03:08:00,1591.6,13.0,95.8,13.1,15.9,17.87,0.0019,0.0849,0.448
2025-01-08 03:09:00,2384.5,0.5,94.9,2.2,19.46,14.86,0.9538,0.1417,0.474
2025-01-08 03:10:00,1771.4,19.4,95.8,20.4,14.98,18.38,0.0471,-0.0926,0.487
2025-01-08 03:11:00,2518.6,43.9,96.3,42.2,15.99,29.7,0.7758,-0.0263,0.471
2025-01-08 03:12:00,2016.8,32.0,96.2,30.7,15.1,23.37,0.5507,0.0059,0.512
2025-01-08 03:13:00,1273.5,4.3,92.2,6.4,16.63,12.96,0.9444,-0.2246,0.529
2025-01-08 03:14:00,3596.9,31.1,94.4,30.4,18.89,26.7,0.0097,-0.0159,0.482
2025-01-08 03:15:00,1980.8,35.4,94.9,34.6,15.48,24.02,0.0109,-0.1947,0.464
2025-01-08 03:16:00,1379.6,11.4,91.9,9.5,15.77,15.88,0.5782,0.0713,0.472
2025-01-08 03:17:00,3453.3,30.9,94.8,31.8,19.16,26.9,0.9856,0.0502,0.433
2025-01-08 03:18:00,1836.9,29.4,94.5,33.6,14.9,23.14,0.3005,-0.0261,0.433
2025-01-08 03:19:00,1259.3,6.6,91.4,4.5,15.42,13.67,0.1603,0.2096,0.483
2025-01-08 03:20:00,3814.6,34.9,93.4,34.9,20.05,28.03,0.6726,-0.2015,0.474
2025-01-08 03:21:00,2065.8,39.0,94.1,41.8,14.51,27.26,0.9822,0.1039,0.485
2025-01-08 03:22:00,2473.2,48.7,95.3,48.6,13.55,30.5,0.9467,0.0765,0.495
2025-01-08 03:23:00,2798.6,48.2,95.1,49.1,14.88,32.59,0.9928,-0.1797,0.475
2025-01-08 03:24:00,1357.5,3.2,92.2,1.0,16.06,14.88,0.0001,0.2184,0.531
2025-01-08 03:25:00,1986.3,10.7,93.0,11.5,17.21,18.44,0.0072,0.0679,0.48
2025-01-08 03:26:00,3457.6,38.0,94.8,37.6,18.17,27.35,0.6776,-0.1207,0.434
2025-01-08 03:27:00,2026.3,38.7,95.9,40.7,14.96,26.81,0.9369,-0.1187,0.415
2025-01-08 03:28:00,2156.9,38.3,95.5,40.7,13.76,26.11,0.1096,0.026,0.429
2025-01-08 03:29:00,4663.7,101.2,100.7,100.0,15.12,50.12,0.0662,-0.0269,0.376
2025-01-08 03:30:00,3169.5,40.7,97.1,41.8,16.26,29.13,0.9126,-0.0515,0.465
2025-01-08 03:31:00,4776.9,51.5,99.0,52.1,20.7,36.59,0.0009,-0.051,0.469
2025-01-08 03:32:00,5263.3,48.1,99.4,48.5,21.89,36.09,0.2228,0.0164,0.469
2025-01-08 03:33:00,5429.1,42.3,99.5,41.6,23.16,33.25,0.4764,-0.0152,0.482
2025-01-08 03:34:00,4833.5,23.8,96.8,24.5,22.8,27.88,0.5851,-0.2153,0.49
2025-01-08 03:35:00,5245.4,43.8,98.9,43.2,22.96,33.58,0.8554,-0.0053,0.438
2025-01-08 03:36:00,4380.1,14.7,95.9,15.0,23.48,23.58,0.2002,-0.2527,0.458
2025-01-08 03:37:00,4474.9,24.4,95.6,27.0,22.52,26.3,0.6833,0.0342,0.439
2025-01-08 03:38:00,4220.3,19.4,93.6,17.4,22.0,24.29,0.6332,-0.0547,0.466
2025-01-08 03:39:00,4436.9,29.9,94.4,32.1,21.88,28.99,0.5601,-0.0518,0.454
2025-01-08 03:40:00,5739.3,72.1,98.8,74.7,20.44,42.96,0.7312,0.1385,0.435
2025-01-08 03:41:00,3779.0,0.0,91.0,0.0,23.27,19.5,0.0836,-0.1062,0.503
2025-01-08 03:42:00,4841.6,41.3,95.4,37.0,22.33,30.8,0.003,0.1725,0.499
2025-01-08 03:43:00,3545.6,0.0,91.1,0.0,22.76,16.49,0.0084,0.0067,0.542
2025-01-08 03:44:00,3627.1,19.4,92.9,22.0,20.14,23.68,0.0551,0.1889,0.478
2025-01-08 03:45:00,4201.5,49.5,97.4,49.5,19.18,34.43,0.4651,0.0455,0.443
2025-01-08 03:46:00,3957.4,31.1,96.0,29.1,19.55,27.52,0.9486,-0.1412,0.456
2025-01-08 03:47:00,3443.6,10.9,94.1,9.9,21.15,20.25,0.8217,0.1224,0.467
2025-01-08 03:48:00,3143.4,18.6,94.5,20.2,19.54,22.49,0.9142,0.0129,0.446
2025-01-08 03:49:00,3693.7,45.6,97.6,46.7,17.12,31.34,0.1944,-0.1178,0.434
2025-01-08 03:50:00,3022.1,19.6,95.2,19.2,18.3,23.55,0.282,0.0216,0.474
2025-01-08 03:51:00,3454.0,38.2,97.4,37.4,18.02,29.63,0.2629,0.0448,0.481
2025-01-08 03:52:00,3369.4,35.7,98.7,34.9,18.05,28.71,0.0347,0.1519,0.505
2025-01-08 03:53:00,3002.6,23.1,98.3,21.2,17.88,22.22,0.0011,-0.2194,0.498
2025-01-08 03:54:00,4467.6,76.1,102.8,79.3,17.24,42.51,0.6436,-0.0437,0.452
2025-01-08 03:55:00,4153.6,48.5,101.2,47.9,19.1,33.14,0.9921,0.1116,0.444
2025-01-08 03:56:00,3176.1,0.0,95.6,2.4,21.16,15.35,0.0229,0.0308,0.474
2025-01-08 03:57:00,3549.4,39.5,100.8,42.5,17.91,29.74,0.0005,0.1394,0.44
2025-01-08 03:58:00,3003.7,23.3,99.3,25.2,19.0,22.72,0.9064,0.0454,0.457
2025-01-08 03:59:00,3755.2,51.3,102.3,50.4,18.48,34.14,0.0774,-0.0268,0.44
2025-01-08 04:00:00,2998.5,20.7,99.8,21.5,18.48,21.37,0.9425,0.0037,0.466
2025-01-08 04:01:00,3251.2,30.9,99.9,30.8,18.06,27.83,0.8252,0.0594,0.482
2025-01-08 04:02:00,3509.4,46.0,103.5,44.2,17.77,30.45,0.9854,-0.101,0.491
2025-01-08 04:03:00,3831.1,49.6,102.0,50.2,17.84,33.3,0.2896,0.1155,0.479
2025-01-08 04:04:00,2973.1,8.2,96.3,5.8,19.83,19.28,0.7655,-0.0513,0.499
2025-01-08 04:05:00,3141.4,26.8,99.4,29.2,18.85,24.07,0.3948,-0.0773,0.478
2025-01-08 04:06:00,2911.6,22.1,98.6,21.2,17.39,23.56,0.7146,-0.1193,0.453
2025-01-08 04:07:00,2622.7,16.8,97.5,17.2,18.78,19.25,0.3652,0.0896,0.473
2025-01-08 04:08:00,3611.9,62.0,100.5,62.6,16.24,37.92,0.033,-0.3391,0.425
2025-01-08 04:09:00,3468.0,37.1,98.4,36.6,18.11,28.5,0.4806,-0.0142,0.451
2025-01-08 04:10:00,2706.7,4.6,94.3,5.8,19.51,16.26,0.5221,-0.0464,0.509
2025-01-08 04:11:00,3432.2,45.1,96.5,44.1,17.4,30.59,0.9303,-0.1717,0.473
2025-01-08 04:12:00,4426.8,68.2,99.7,70.0,16.86,40.86,0.8632,-0.0226,0.468
2025-01-08 04:13:00,4514.9,47.5,96.4,44.8,20.77,33.3,0.7683,0.0442,0.496
2025-01-08 04:14:00,3643.4,0.0,91.3,0.3,22.5,16.54,0.0073,0.1342,0.52
2025-01-08 04:15:00,3675.8,19.1,93.4,22.9,20.88,23.09,0.846,-0.3337,0.478
2025-01-08 04:16:00,4272.1,52.1,95.8,50.1,19.4,33.62,0.4654,0.1209,0.413
2025-01-08 04:17:00,3620.4,14.7,93.2,13.4,20.44,23.66,0.972,-0.1173,0.456
2025-01-08 04:18:00,4118.8,36.8,95.2,37.8,20.29,29.17,0.9796,0.1032,0.443
2025-01-08 04:19:00,4400.8,42.9,94.9,43.3,20.05,33.03,0.0008,0.1131,0.449
2025-01-08 04:20:00,3812.0,10.7,91.1,11.4,22.28,21.18,0.9369,-0.0817,0.494
2025-01-08 04:21:00,4021.8,27.3,93.0,28.3,19.68,25.58,0.0003,0.1275,0.485
2025-01-08 04:22:00,2094.5,0.0,87.4,1.3,18.36,14.18,0.2192,-0.0966,0.509
2025-01-08 04:23:00,1837.1,8.7,91.4,10.9,16.56,17.17,0.5495,-0.2014,0.515
2025-01-08 04:24:00,3410.5,23.6,94.3,24.4,19.73,23.99,0.0161,0.1707,0.491
